review_confidence,geonames_id,name,ascii_name,feature_code,population,latitude,longitude,nearest_json_name,nearest_json_acs_code,distance_km,name_similarity,geonames_url
low,275378,Douaïr ed Debbîyé,Douair ed Debbiye,PPL,0,33.67,35.47944,Bkechtine Ouel Mcheiaa,23253,1.593,0.261,https://www.geonames.org/275378
low,275790,Dār ‘Ayn al ‘Awrā’,Dar `Ayn al `Awra',PPL,0,34.56667,36.16667,Hedd,35169,1.025,0.154,https://www.geonames.org/275790
low,278164,Ech Chaab,Ech Chaab,PPL,0,34.12111,35.76139,Kfar Baal,26224,1.337,0.267,https://www.geonames.org/278164
low,6275522,Ech Chakhroûb,Ech Chakhroub,PPL,0,33.94611,35.83222,Baskinta,22797,1.617,0.2,https://www.geonames.org/6275522
low,278300,Ech Chalqa,Ech Chalqa,PPL,0,34.09222,35.89056,Yanouh Jbayl,26347,0.822,0.381,https://www.geonames.org/278300
low,278230,Ech Chaouâlîq,Ech Chaoualiq,PPL,0,33.69028,35.54194,GHabet Jaafar,23438,1.338,0.261,https://www.geonames.org/278230
low,278240,Ech Charoui,Ech Charoui,PPL,0,34.15083,35.65667,Ghofrine,26291,0.924,0.353,https://www.geonames.org/278240
low,278323,Ech Chehâhîr,Ech Chehahir,PPL,0,34.01833,35.77306,Mayrouba,25459,1.352,0.211,https://www.geonames.org/278323
low,6279235,Ech Chehâl,Ech Chehal,PPL,0,34.07917,35.68222,Maaysra Kesrouane,25357,1.289,0.16,https://www.geonames.org/6279235
low,278287,Ech Chmîs,Ech Chmis,PPL,0,33.96778,35.77139,Beqaata Kanaan,25443,0.977,0.182,https://www.geonames.org/278287
low,6280302,Ech Chmîs,Ech Chmis,PPL,0,34.13417,35.72861,Birket Hjoula,26237,1.303,0.2,https://www.geonames.org/6280302
low,278139,Ech Chouaïfât,Ech Chouaifat,PPL,0,33.80861,35.51778,Choueifat El-Aamrousiye,24111,1.165,0.69,https://www.geonames.org/278139
low,433857,Ech Choûmé,Ech Choume,PPL,0,33.43694,35.515,Jarjouaa,71231,1.277,0.333,https://www.geonames.org/433857
low,278248,Ech Chrîfé,Ech Chrife,PPL,0,34.23194,35.79639,Daael,34279,1.052,0.25,https://www.geonames.org/278248
low,278324,Ech Châghoûr,Ech Chaghour,PPL,0,33.82194,35.73944,Hammana,21411,1.013,0.25,https://www.geonames.org/278324
low,433883,Ech Châhoûta,Ech Chahouta,PPL,0,33.4675,35.57333,Aaramta,63311,1.257,0.444,https://www.geonames.org/433883
low,278298,Ech Châloût,Ech Chalout,PPL,0,34.3605,35.98983,Karm El-Mohr,37347,1.097,0.333,https://www.geonames.org/278298
low,278222,Ech Châoui,Ech Chaoui,PPL,0,34.16306,35.88167,Chatine,34366,1.602,0.5,https://www.geonames.org/278222
low,278223,Ech Châoui,Ech Chaoui,PPL,0,33.97778,35.75639,Beqaata Kanaan,25443,1.546,0.19,https://www.geonames.org/278223
low,278218,Ech Châouiyé,Ech Chaouiye,PPL,0,34.01639,35.81194,Faraya,25475,1.735,0.471,https://www.geonames.org/278218
low,278254,Ech Chârbîne,Ech Charbine,PPL,0,33.61778,35.51778,Aanout,23239,0.917,0.375,https://www.geonames.org/278254
low,280779,Ed Daassé,Ed Daasse,PPL,0,34.03722,35.68167,Kfour Kesrouane,25329,0.762,0.2,https://www.geonames.org/280779
low,280839,Ed Dabbâbiyé ech Charqîyé,Ed Dabbabiye ech Charqiye,PPL,0,34.62278,36.21556,Dibbabiye,35432,0.959,0.833,https://www.geonames.org/280839
low,280840,Ed Dabbâbiyé el Gharbîyé,Ed Dabbabiye el Gharbiye,PPL,0,34.62278,36.21556,Dibbabiye,35432,0.959,0.889,https://www.geonames.org/280840
low,277307,Ed Daher,Ed Daher,PPL,0,34.48639,36.19028,Tshea,35356,1.237,0.4,https://www.geonames.org/277307
low,280804,Ed Dahr,Ed Dahr,PPL,0,34.22333,35.78028,Kfarb Shlaimane,34257,1.058,0.25,https://www.geonames.org/280804
low,6279722,Ed Dahr,Ed Dahr,PPL,0,34.24722,35.81222,Deir Billa,34374,0.968,0.5,https://www.geonames.org/6279722
low,280798,Ed Dahrât,Ed Dahrat,PPL,0,34.06194,36.06528,Bouday,53459,0.826,0.333,https://www.geonames.org/280798
low,280793,Ed Dalhamiyé,Ed Dalhamiye,PPLQ,0,33.6925,35.47028,Moughayret Ech-Chouf,23461,1.201,0.471,https://www.geonames.org/280793
low,6279329,Ed Daqar,Ed Daqar,PPL,0,34.44111,35.87972,Beddaoui,37231,1.25,0.308,https://www.geonames.org/6279329
low,280781,Ed Darjé,Ed Darje,PPL,0,34.10222,35.895,Yanouh Jbayl,26347,1.154,0.308,https://www.geonames.org/280781
low,280754,Ed Daïaa,Ed Daiaa,PPL,0,34.06722,35.80111,Qahmez,26367,0.981,0.364,https://www.geonames.org/280754
low,280755,Ed Daïaa,Ed Daiaa,PPL,0,34.0175,35.77472,Mayrouba,25459,1.408,0.462,https://www.geonames.org/280755
low,280756,Ed Daïâa,Ed Daiaa,PPL,0,33.97083,35.76917,Beqaata Kanaan,25443,0.992,0.222,https://www.geonames.org/280756
low,280731,Ed Debbîyé,Ed Debbiye,PPL,0,33.665,35.48778,Bkechtine Ouel Mcheiaa,23253,1.011,0.222,https://www.geonames.org/280731
low,280743,Ed Dghâlé,Ed Dghale,PPL,0,34.18222,35.88333,Chatine,34366,0.806,0.462,https://www.geonames.org/280743
low,280699,Ed Dhaïbîyé,Ed Dhaibiye,PPL,0,34.46639,35.94361,Nabi Youcheaa,37261,1.168,0.5,https://www.geonames.org/280699
low,280729,Ed Dhaïra,Ed Dhaira,PPL,0,33.1002,35.22717,Dhayra,62341,0.939,0.857,https://www.geonames.org/280729
low,280710,Ed Doûqa,Ed Douqa,PPL,0,34.1325,35.655,Jbayl,26111,0.883,0.364,https://www.geonames.org/280710
low,280787,Ed Dqârîne,Ed Dqarine,PPL,0,34.03611,35.62861,Safra Kesrouane,25161,0.917,0.381,https://www.geonames.org/280787
low,280644,Eghbet et Tahta,Eghbet et Tahta,PPL,0,34.00861,35.70528,Ighbe,25391,0.759,0.706,https://www.geonames.org/280644
low,433749,Ej Jazâyer,Ej Jazayer,PPL,0,33.38657,35.48479,Nabatieh Et-Tahta,71111,0.991,0.364,https://www.geonames.org/433749
low,6275251,Ej Jouaniat,Ej Jouaniat,PPL,0,33.86083,35.535,Furn Ech-Chebbak,21133,1.393,0.174,https://www.geonames.org/6275251
low,11829545,Ej Joura,Ej Joura,PPL,0,33.78263,35.54107,Chimlane,24339,0.769,0.286,https://www.geonames.org/11829545
low,280561,El Aabdé,El Aabde,PPL,0,34.51694,35.96833,Mhammaret,35277,1.085,0.429,https://www.geonames.org/280561
low,280559,El Aabri,El Aabri,PPL,0,34.07611,35.78417,Chouane,25479,0.864,0.533,https://www.geonames.org/280559
low,280555,El Aaddoûssîyé,El Aaddoussiye,PPL,0,33.47139,35.34472,Aadoussiye,61466,0.765,0.952,https://www.geonames.org/280555
low,280557,El Aadsé,El Aadse,PPL,0,34.07139,35.68306,Maaysra Kesrouane,25357,0.786,0.381,https://www.geonames.org/280557
low,280550,El Aafs,El Aafs,PPL,0,34.01417,35.68111,Jdaidet Ghazir,25317,1.002,0.235,https://www.geonames.org/280550
low,280551,El Aafs,El Aafs,PPL,0,33.89167,35.77917,Aintoura El-Matn,22751,1.851,0.364,https://www.geonames.org/280551
low,6271360,El Aansîyé,El Aansiye,PPL,0,33.58472,35.42833,Jmailiye,23316,1.489,0.533,https://www.geonames.org/6271360
low,434810,El Aaouja,El Aaouja,PPL,0,33.535,35.65639,Machghara,52111,1.185,0.4,https://www.geonames.org/434810
low,280427,El Aaoujâne,El Aaoujane,PPL,0,33.98472,35.77639,Kfar Dibiane,25439,1.161,0.421,https://www.geonames.org/280427
low,11806955,El Aaqabât,El Aaqabat,PPL,0,33.44368,35.57255,Rihane Jezzine,63319,1.193,0.167,https://www.geonames.org/11806955
low,280496,El Aaqabé,El Aaqabe,PPL,0,33.50528,35.82278,Aaqabet Rachaya,55114,1.519,0.889,https://www.geonames.org/280496
low,279045,El Aaqaïdé,El Aaqaide,PPL,0,33.36758,35.50029,Nabatiyeh El-Faouka,71113,1.262,0.3,https://www.geonames.org/279045
low,280493,El Aaqbé,El Aaqbe,PPL,0,34.00083,35.72639,Beqaata Aachqout,25431,0.853,0.381,https://www.geonames.org/280493
low,280495,El Aaqbé,El Aaqbe,PPL,0,33.58469,35.46831,Joun,23336,1.534,0.0,https://www.geonames.org/280495
low,6279334,El Aaqbé,El Aaqbe,PPL,0,34.43227,35.89241,Aalma,33133,0.853,0.545,https://www.geonames.org/6279334
low,6280282,El Aaqbé,El Aaqbe,PPL,0,34.09278,35.72028,Zibdine Jbayl,26246,1.078,0.333,https://www.geonames.org/6280282
low,280468,El Aaraâr,El Aaraar,PPL,0,33.89889,35.68056,Mar Moussa Ed-Douar,22784,0.858,0.526,https://www.geonames.org/280468
low,280477,El Aarbé,El Aarbe,PPL,0,33.99444,35.67111,Ghosta,25319,0.861,0.182,https://www.geonames.org/280477
low,6279841,El Aarâbé,El Aarabe,PPL,0,34.18667,35.82389,Bcheaali,34316,1.691,0.462,https://www.geonames.org/6279841
low,280456,El Aarîch,El Aarich,PPL,0,34.155,35.87833,Hema Er-Rehban,26390,1.77,0.353,https://www.geonames.org/280456
low,280450,El Aasbé,El Aasbe,PPL,0,34.18722,35.78861,Ram El-Batroun,34346,1.065,0.4,https://www.geonames.org/280450
low,280516,El Ammîne,El Ammine,PPL,0,33.90028,35.78333,Aintoura El-Matn,22751,1.362,0.353,https://www.geonames.org/280516
low,280506,El Ansîl,El Ansil,PPL,0,34.16139,35.8075,Saqi Richmaya,26377,1.124,0.235,https://www.geonames.org/280506
low,279038,El Aouaïni,El Aouaini,PPL,0,34.11917,35.76972,Tourzaiya,26215,1.752,0.5,https://www.geonames.org/279038
low,280421,El Aïn,El Ain,PPL,0,34.22583,35.86389,Kfour El-Aarbi,34341,1.28,0.308,https://www.geonames.org/280421
low,280422,El Aïn,El Ain,PPL,0,34.04139,35.63278,Safra Kesrouane,25161,0.775,0.25,https://www.geonames.org/280422
low,280392,El Bahhâra,El Bahhara,PPL,0,34.05139,35.73667,Ghbale Kesrouane,25363,1.318,0.286,https://www.geonames.org/280392
low,280389,El Bahra,El Bahra,PPL,0,34.14126,35.87914,Hema Er-Rehban,26390,1.594,0.333,https://www.geonames.org/280389
low,280388,El Bahsa,El Bahsa,PPL,0,34.0775,35.64667,Nahr Ibrahim,26171,1.124,0.471,https://www.geonames.org/280388
low,280356,El Baqsi,El Baqsi,PPL,0,33.69169,35.44426,Dahr Ech-Chouf,23279,1.31,0.25,https://www.geonames.org/280356
low,280350,El Barbîs,El Barbis,PPLL,0,33.18187,35.20367,Mansouri Sour,62296,1.03,0.444,https://www.geonames.org/280350
low,280348,El Barghach,El Barghach,PPL,0,34.39222,36.30139,Zighrine,54119,1.929,0.273,https://www.geonames.org/280348
low,280342,El Barranîyé,El Barraniye,PPL,0,34.14611,35.6575,Edde Jbayl,26135,1.2,0.353,https://www.geonames.org/280342
low,6602977,El Bass,El Bass,PPL,0,33.2725,35.2125,Sour,62111,1.819,0.375,https://www.geonames.org/6602977
low,280327,El Battâl,El Battal,PPL,0,33.69662,35.46147,Dibbiye,23259,1.87,0.182,https://www.geonames.org/280327
low,6279420,El Bayâda,El Bayada,PPL,0,34.51694,35.99028,Bebnine,35275,1.215,0.154,https://www.geonames.org/6279420
low,6280623,El Bhâssîs,El Bhassis,PPL,0,34.05611,35.81528,Qahmez,26367,0.818,0.154,https://www.geonames.org/6280623
low,272507,El Biâra,El Biara,PPL,0,34.18806,35.905,Ouata Houb,34381,0.829,0.286,https://www.geonames.org/272507
low,280240,El Borj,El Borj,PPL,0,34.14056,35.85556,Hema Er-Rehban,26390,0.872,0.125,https://www.geonames.org/280240
low,280227,El Bouaïda,El Bouaida,PPL,0,33.3612,35.58159,Boueyda Marjaayoun,73116,1.353,0.417,https://www.geonames.org/280227
low,6279508,El Bouwab,El Bouwab,PPL,0,34.53833,36.22417,Daouret Aakkar,35126,1.02,0.5,https://www.geonames.org/6279508
low,280336,El Bsâtîne,El Bsatine,PPL,0,34.18389,35.81889,Ram El-Batroun,34346,1.748,0.471,https://www.geonames.org/280336
low,280337,El Bsâtîne,El Bsatine,PPL,0,34.01417,35.7675,Ouata El-Jaouz,25455,1.947,0.25,https://www.geonames.org/280337
low,280334,El Bâchqiyé,El Bachqiye,PPL,0,33.6794,35.47878,Dibbiye,23259,1.027,0.533,https://www.geonames.org/280334
low,280398,El Bâdouâni,El Badouani,PPL,0,34.36333,35.88333,Deir Jdeide,33137,0.759,0.286,https://www.geonames.org/280398
low,280292,El Bïyâda,El Biyada,PPL,0,33.16278,35.18167,Iskandarouna Sour,62299,0.878,0.364,https://www.geonames.org/280292
low,279923,El Establ,El Establ,PPL,0,33.74806,35.87889,Raouda (Istabel),52295,1.239,0.923,https://www.geonames.org/279923
low,6271598,El Fabraka,El Fabraka,PPL,0,33.79722,35.68222,Qrayet Baabda,21344,1.205,0.333,https://www.geonames.org/6271598
low,280208,El Faouâr,El Faouar,PPL,0,34.43306,35.88861,Mejdlaiya Zgharta,33129,1.182,0.385,https://www.geonames.org/280208
low,280211,El Faouâr,El Faouar,PPL,0,33.90111,35.83361,Majdel tarchich,22774,1.816,0.3,https://www.geonames.org/280211
low,280216,El Farch,El Farch,PPL,0,34.12639,35.87861,Laqlouq,26361,1.425,0.167,https://www.geonames.org/280216
low,280215,El Fasqîne,El Fasqine,PPL,0,33.86361,35.81639,Tarchich,21481,1.634,0.375,https://www.geonames.org/280215
low,6274996,El Firdaous,El Firdaous,PPL,0,33.87694,35.56472,Fanar,22419,0.929,0.333,https://www.geonames.org/6274996
low,280209,El Fouâr,El Fouar,PPL,0,34.2138,35.92845,Haqath Ej-Jebbe,36131,1.913,0.222,https://www.geonames.org/280209
low,280189,El Fraïdîs,El Fraidis,PPL,0,33.71194,35.67972,Ouarhaniye,23463,1.003,0.471,https://www.geonames.org/280189
low,280204,El Fîdâr,El Fidar,PPL,0,34.09778,35.65194,Mastita,26117,0.89,0.333,https://www.geonames.org/280204
low,280174,El Ghabbît,El Ghabbit,PPL,0,33.90111,35.82056,Majdel tarchich,22774,1.107,0.19,https://www.geonames.org/280174
low,280172,El Ghabîyé,El Ghabiye,PPL,0,34.16833,35.89778,Aarab El-Lahib,26374,1.821,0.5,https://www.geonames.org/280172
low,6278065,El Ghawaya,El Ghawaya,PPL,0,34.56528,36.27528,Qbaiyat Aakkar,35487,1.2,0.3,https://www.geonames.org/6278065
low,280159,El Ghaïda,El Ghaida,PPL,0,33.87333,35.81972,Tarchich,21481,1.093,0.286,https://www.geonames.org/280159
low,280152,El Ghmâq,El Ghmaq,PPL,0,34.14028,35.63639,Aamchit,26141,0.851,0.308,https://www.geonames.org/280152
low,280144,El Ghomq,El Ghomq,PPL,0,34.08667,35.65556,Halate,26147,0.904,0.333,https://www.geonames.org/280144
low,280183,El Ghâbé,El Ghabe,PPL,0,33.84583,35.97083,Haouch El-Aamara,51335,1.879,0.333,https://www.geonames.org/280183
low,280140,El Habach,El Habach,PPL,0,33.92167,35.80083,Mtain,22711,1.954,0.182,https://www.geonames.org/280140
low,280019,El Habâbîyé,El Hababiye,PPL,0,33.57972,35.39556,Bramiye,61123,0.764,0.571,https://www.geonames.org/280019
low,280133,El Hadet,El Hadet,PPL,0,34.00139,36.02833,Hadath Baalbek,53183,0.968,0.923,https://www.geonames.org/280133
low,6271599,El Haffé,El Haffe,PPL,0,33.79778,35.68444,Saoufar,24427,1.049,0.462,https://www.geonames.org/6271599
low,280024,El Haouta,El Haouta,PPL,0,33.55582,35.3849,Haret Saida,61159,0.947,0.5,https://www.geonames.org/280024
low,433477,El Harqât,El Harqat,PPL,0,33.86389,35.90694,Ouadi El-Aarayech,51189,0.789,0.333,https://www.geonames.org/433477
low,6273491,El Harâqîne,El Haraqine,PPL,0,33.61056,35.62611,Haret Jandal,23647,1.641,0.526,https://www.geonames.org/6273491
low,280081,El Harâyeq,El Harayeq,PPL,0,33.82329,35.99824,Hoshmosh,51341,1.536,0.235,https://www.geonames.org/280081
low,280042,El Hassek,El Hassek,PPL,0,33.98083,35.7625,Beqaata Kanaan,25443,1.813,0.333,https://www.geonames.org/280042
low,280112,El Hemmâr,El Hemmar,PPL,0,33.86667,35.89583,Ouadi El-Aarayech,51189,1.119,0.333,https://www.geonames.org/280112
low,280003,El Heqr,El Heqr,PPL,0,34.49333,35.94028,Minie,37271,1.705,0.222,https://www.geonames.org/280003
low,279977,El Hnoûd,El Hnoud,PPL,0,34.25056,35.94111,Ouadi Qannoubine,36141,0.972,0.316,https://www.geonames.org/279977
low,279987,El Hrazmîne,El Hrazmine,PPL,0,34.12528,35.795,Mazraat El-Maaden,26213,0.987,0.4,https://www.geonames.org/279987
low,280080,El Hrâyeq,El Hrayeq,PPL,0,34.20722,35.85417,Douma,34311,1.088,0.182,https://www.geonames.org/280080
low,280065,El Hrîq,El Hriq,PPL,0,34.03861,35.71889,Chahtoul,25351,0.859,0.308,https://www.geonames.org/280065
low,280055,El Hrîqa,El Hriqa,PPL,0,33.98389,35.77139,Bqaatouta,25451,1.521,0.286,https://www.geonames.org/280055
low,279995,El Hsâr,El Hsar,PPL,0,34.0075,35.71917,Raachine,25435,0.84,0.308,https://www.geonames.org/279995
low,280036,El Hâoûz,El Haouz,PPL,0,34.09806,36.07444,Dar El-Ouassaa,53366,1.994,0.4,https://www.geonames.org/280036
low,280091,El Hâra,El Hara,PPL,0,33.58742,35.46011,Joun,23336,1.027,0.0,https://www.geonames.org/280091
low,280093,El Hâra,El Hara,PPL,0,33.55861,35.38703,Haret Saida,61159,0.822,0.571,https://www.geonames.org/280093
low,280094,El Hâra,El Hara,PPL,0,33.19722,35.41111,Tibnine,72211,0.861,0.154,https://www.geonames.org/280094
low,279983,El Héloué,El Heloue,PPL,0,34.1775,35.6325,Mounsef,26177,0.955,0.462,https://www.geonames.org/279983
low,279862,El Joubânîyé,El Joubaniye,PPL,0,34.18194,36.18222,Ram Baalbek,53281,0.867,0.316,https://www.geonames.org/279862
low,272757,El Karak,El Karak,PPL,0,33.85,35.92639,Zahle El-Maallaqa,51121,1.074,0.348,https://www.geonames.org/272757
low,434867,El Kerdi,El Kerdi,PPL,0,34.40722,35.92333,Rachaaine,33117,0.821,0.286,https://www.geonames.org/434867
low,433415,El Khanâdeq,El Khanadeq,PPL,0,33.55306,35.54056,Aazour,63184,0.907,0.286,https://www.geonames.org/433415
low,279730,El Khirbé,El Khirbe,PPL,0,34.58806,36.01889,Qleiaat Aakkar,35243,1.123,0.462,https://www.geonames.org/279730
low,6275252,El Khouziyé,El Khouziye,PPL,0,33.85861,35.52333,Haret Hreik,21144,1.285,0.316,https://www.geonames.org/6275252
low,279711,El Khraïzé,El Khraize,PPL,0,34.24944,35.75361,Boqsmaiya,34277,1.126,0.471,https://www.geonames.org/279711
low,11829546,El Kroum,El Kroum,PPL,0,33.7878,35.52632,Bchamoun,24243,1.261,0.308,https://www.geonames.org/11829546
low,279687,El Ksâr,El Ksar,PPL,0,33.97889,35.77139,Bqaatouta,25451,1.168,0.286,https://www.geonames.org/279687
low,279812,El Ksâyer,El Ksayer,PPL,0,34.00667,35.68167,Dlebta,25323,0.791,0.167,https://www.geonames.org/279812
low,279660,El Lâhbîyé,El Lahbiye,PPL,0,33.69972,35.46361,Mechref,23171,1.578,0.364,https://www.geonames.org/279660
low,279621,El Maadlé,El Maadle,PPL,0,34.15472,35.88639,Aarab El-Lahib,26374,1.161,0.471,https://www.geonames.org/279621
low,279575,El Maallîyé,El Maalliye,PPLL,0,33.20451,35.23249,Qlaile Sour,62287,1.098,0.429,https://www.geonames.org/279575
low,279631,El Mabrak,El Mabrak,PPL,0,33.97778,35.7475,Kfar Tay Kesrouane,25447,1.711,0.364,https://www.geonames.org/279631
low,279623,El Madfan,El Madfan,PPLL,0,33.18028,35.19639,Mansouri Sour,62296,1.203,0.429,https://www.geonames.org/279623
low,279622,El Madfoûn,El Madfoun,PPL,0,34.21083,35.64917,Thoum,34133,0.87,0.333,https://www.geonames.org/279622
low,6279902,El Madqoûr,El Madqour,PPL,0,34.24944,35.91694,Qnat,36127,1.054,0.182,https://www.geonames.org/6279902
low,279602,El Mahatta,El Mahatta,PPL,0,34.00333,35.64583,Sahel Aalma,25136,1.094,0.235,https://www.geonames.org/279602
low,279598,El Mahmara,El Mahmara,PPL,0,34.17583,35.72833,Bejje,26276,1.24,0.333,https://www.geonames.org/279598
low,6272111,El Mahmoûdîyé,El Mahmoudiye,PPLL,0,33.36406,35.25104,Mazraat El Yahoudiye (Aaitaniyé),61412,0.756,0.632,https://www.geonames.org/6272111
low,279594,El Mahroûqa,El Mahrouqa,PPL,0,33.95083,35.82444,Baskinta,22797,0.88,0.25,https://www.geonames.org/279594
low,279585,El Makhâbi,El Makhabi,PPL,0,33.24255,35.24715,Aain Baal,62243,0.81,0.4,https://www.geonames.org/279585
low,279556,El Mamboûkh,El Mamboukh,PPL,0,33.92833,35.82,Mtain,22711,1.567,0.5,https://www.geonames.org/279556
low,420304,El Mamlaha,El Mamlaha,PPL,0,33.39036,35.71722,Aain Qinia,74126,1.512,0.375,https://www.geonames.org/420304
low,279531,El Manzlé,El Manzle,PPL,0,34.15917,35.87944,Aarab El-Lahib,26374,1.933,0.444,https://www.geonames.org/279531
low,279533,El Manzlé,El Manzle,PPL,0,33.6175,35.40528,Rmeilet Ech-Chouf,23321,1.651,0.533,https://www.geonames.org/279533
low,6272069,El Maqsbé,El Maqsbe,PPL,0,33.17781,35.19649,Mansouri Sour,62296,1.023,0.429,https://www.geonames.org/6272069
low,279487,El Marmagha,El Marmagha,PPL,0,34.10444,36.04889,Dar El-Ouassaa,53366,0.764,0.444,https://www.geonames.org/279487
low,6279853,El Masbak,El Masbak,PPL,0,34.21139,35.88472,Tannourine Et-Tahta,34356,1.125,0.19,https://www.geonames.org/6279853
low,11829480,El Mashrah,El Mashrah,PPL,0,33.81455,35.62335,Aain Ej-Jdide Aaley,24325,1.049,0.182,https://www.geonames.org/11829480
low,11829487,El Maslakh,El Maslakh,PPL,0,33.8,35.61017,Aaley,24311,0.874,0.364,https://www.geonames.org/11829487
low,279461,El Masloûkh,El Masloukh,PPL,0,34.20667,35.64528,Kfar Kidde,26189,1.086,0.267,https://www.geonames.org/279461
low,279448,El Massaoûdîyé,El Massaoudiye,PPL,0,34.60583,36.04889,Massaaoudiye,35229,1.226,0.957,https://www.geonames.org/279448
low,6272091,El Mazâbil,El Mazabil,PPL,0,33.23897,35.23967,Batoulay,62162,1.112,0.4,https://www.geonames.org/6272091
low,279637,El Maâdene,El Maadene,PPL,0,34.05917,35.73889,yahchouch,25373,1.062,0.235,https://www.geonames.org/279637
low,279636,El Maâmelteïne,El Maamelteine,PPL,0,34.00833,35.64611,Sahel Aalma,25136,1.571,0.4,https://www.geonames.org/279636
low,279369,El Mbâr Kîyé,El Mbar Kiye,PPL,0,34.49583,36.06861,Qloud El-Baqie,35317,0.908,0.571,https://www.geonames.org/279369
low,279471,El Mchété,El Mchete,PPL,0,34.04972,35.76278,Nahr Ed-Dahab,25371,0.885,0.375,https://www.geonames.org/279471
low,270295,El Mdaoura,El Mdaoura,PPL,0,33.8358,35.48427,Tahouitat El Ghadir,21188,1.142,0.364,https://www.geonames.org/270295
low,279357,El Mdaïrej,El Mdairej,PPL,0,33.80306,35.72722,Hammana,21411,1.517,0.286,https://www.geonames.org/279357
low,279620,El Medîné ej Jdîdé,El Medine ej Jdide,PPL,0,34.45,35.86278,Beddaoui,37231,0.906,0.286,https://www.geonames.org/279620
low,6271366,El Meghraïqa,El Meghraiqa,PPL,0,33.59787,35.45255,Mghairiye Ech-Chouf,23341,0.765,0.571,https://www.geonames.org/6271366
low,279432,El Meïl,El Meil,PPL,0,34.19139,35.945,Tannourine El-Faouqa,34386,1.822,0.111,https://www.geonames.org/279432
low,433714,El Mhanbar,El Mhanbar,PPL,0,33.36464,35.40727,Aabba,71351,1.501,0.615,https://www.geonames.org/433714
low,279603,El Mhatta,El Mhatta,PPL,0,33.82861,35.83528,Zebdoul,51214,1.721,0.167,https://www.geonames.org/279603
low,279342,El Mhaïdthé,El Mhaidthe,PPL,0,33.55694,35.81167,Mhaiydse Rachaiya,55141,1.537,0.75,https://www.geonames.org/279342
low,6280250,El Midâne,El Midane,PPL,0,34.13028,35.64583,Jbayl,26111,1.099,0.364,https://www.geonames.org/6280250
low,279406,El Mihti,El Mihti,PPL,0,34.255,35.68083,Kfar Khollos,34281,0.9,0.133,https://www.geonames.org/279406
low,279576,El Millâha,El Millaha,PPL,0,33.82722,35.83639,Zebdoul,51214,1.55,0.154,https://www.geonames.org/279576
low,279401,El Mina,El Mina,PPL,0,34.32833,35.72528,Chikka,34188,1.377,0.4,https://www.geonames.org/279401
low,433379,El Mlâzeq,El Mlazeq,PPL,0,33.55972,35.56167,Sabbah,63134,0.89,0.308,https://www.geonames.org/433379
low,279327,El Mnaïtra,El Mnaitra,PPL,0,34.07324,35.89069,Afqa Jbayl,26364,0.814,0.364,https://www.geonames.org/279327
low,279558,El Mnâzîl,El Mnazil,PPL,0,34.12639,35.74944,Hjoula,26226,0.832,0.167,https://www.geonames.org/279558
low,279356,El Mogheïri,El Mogheiri,PPL,0,34.09889,35.87417,Tadmor,26344,0.808,0.429,https://www.geonames.org/279356
low,6275019,El Mountazah,El Mountazah,PPL,0,33.85361,35.57722,Daychouniye,22415,0.827,0.4,https://www.geonames.org/6275019
low,11829588,El Mrayjate,El Mrayjate,PPL,0,33.75433,35.53824,Aain Ksour,24371,0.937,0.25,https://www.geonames.org/11829588
low,432810,El Msahlé,El Msahle,PPL,0,33.71389,35.54306,Bchtfine,23423,0.777,0.286,https://www.geonames.org/432810
low,279293,El Msayed,El Msayed,PPL,0,33.62361,35.49611,Chhim,23211,1.144,0.308,https://www.geonames.org/279293
low,279298,El Msaïjed,El Msaijed,PPL,0,33.68083,35.5675,Beit Ed-Dine,23411,1.755,0.353,https://www.geonames.org/279298
low,6271611,El Msaïqa,El Msaiqa,PPL,0,33.78222,35.65222,Chanay,24417,0.944,0.429,https://www.geonames.org/6271611
low,279578,El Mâlkîyé,El Malkiye,PPL,0,33.20996,35.24676,Kneisset Sour,62267,1.358,0.429,https://www.geonames.org/279578
low,279632,El Méaaoul,El Meaaoul,PPL,0,34.18278,35.72972,Dahr Abi Yaghi,34211,0.79,0.333,https://www.geonames.org/279632
low,6278718,El Ouaar,El Ouaar,PPL,0,33.46833,35.63917,Maydoun,52287,1.083,0.333,https://www.geonames.org/6278718
low,435416,El Ouaqf,El Ouaqf,PPL,0,33.56528,35.37917,Saida El-Qadimeh,61115,0.954,0.267,https://www.geonames.org/435416
low,279011,El Ouardâni,El Ouardani,PPL,0,33.198,35.29549,Qana,62229,1.078,0.429,https://www.geonames.org/279011
low,278990,El Ouata,El Ouata,PPL,0,34.23167,35.79222,Daael,34279,1.18,0.444,https://www.geonames.org/278990
low,278991,El Ouata,El Ouata,PPL,0,34.18667,35.82083,Bcheaali,34316,1.689,0.364,https://www.geonames.org/278991
low,278993,El Ouata,El Ouata,PPL,0,34.16611,35.8125,Jaj,26381,1.211,0.286,https://www.geonames.org/278993
low,278994,El Ouata,El Ouata,PPL,0,34.14333,35.75306,Habil,26234,1.515,0.222,https://www.geonames.org/278994
low,278908,El Ouzaaï,El Ouzaai,PPL,0,33.85151,35.486,Chiyah,21111,1.409,0.364,https://www.geonames.org/278908
low,6274921,El Ouzaaï,El Ouzaai,PPL,0,33.84722,35.48611,Chiyah,21111,1.645,0.182,https://www.geonames.org/6274921
